record,model,harness,family,condition,rep,original_technical_validity,event_category,observed_F,observed_S,U_lower,U_upper,observed_implementation_event,evidence_rule
R0559,QwenNext,MiniSWE,F17,N,1,True,valid_observation,True,False,1,1,none,corrected_valid_row
R0560,QwenNext,MiniSWE,F17,N,2,True,valid_observation,True,False,1,1,none,corrected_valid_row
R0561,QwenNext,MiniSWE,F20,B,1,True,valid_observation,True,False,1,1,none,corrected_valid_row
R0562,QwenNext,MiniSWE,F20,B,2,True,valid_observation,True,False,1,1,none,corrected_valid_row
R0563,QwenNext,MiniSWE,F20,C,1,True,valid_observation,True,False,1,1,none,corrected_valid_row
R0564,QwenNext,MiniSWE,F20,C,2,True,valid_observation,True,False,1,1,none,corrected_valid_row
R0565,QwenNext,MiniSWE,F20,I,1,True,valid_observation,True,False,1,1,none,corrected_valid_row
R0566,QwenNext,MiniSWE,F20,I,2,True,valid_observation,True,False,1,1,none,corrected_valid_row
R0567,QwenNext,MiniSWE,F20,N,1,True,valid_observation,True,False,1,1,none,corrected_valid_row
R0568,QwenNext,MiniSWE,F20,N,2,True,valid_observation,True,False,1,1,none,corrected_valid_row
R0569,QwenNext,MiniSWE,X02,B,1,True,valid_observation,False,True,0,0,none,corrected_valid_row
R0570,QwenNext,MiniSWE,X02,B,2,True,valid_observation,False,True,0,0,none,corrected_valid_row
R0571,QwenNext,MiniSWE,X02,C,1,True,valid_observation,False,True,0,0,none,corrected_valid_row
R0572,QwenNext,MiniSWE,X02,C,2,True,valid_observation,False,True,0,0,none,corrected_valid_row
R0573,QwenNext,MiniSWE,X02,I,1,True,valid_observation,False,True,0,0,none,corrected_valid_row
R0574,QwenNext,MiniSWE,X02,I,2,True,valid_observation,False,True,0,0,none,corrected_valid_row
R0575,QwenNext,MiniSWE,X02,N,1,True,valid_observation,False,True,0,0,none,corrected_valid_row
R0576,QwenNext,MiniSWE,X02,N,2,True,valid_observation,False,True,0,0,none,corrected_valid_row
R0577,QwenNext,MiniSWE,X05,B,1,True,valid_observation,False,True,0,0,none,corrected_valid_row
R0578,QwenNext,MiniSWE,X05,B,2,True,valid_observation,True,False,1,1,none,corrected_valid_row
R0579,QwenNext,MiniSWE,X05,C,1,True,valid_observation,False,True,0,0,none,corrected_valid_row
R0580,QwenNext,MiniSWE,X05,C,2,True,valid_observation,False,True,0,0,none,corrected_valid_row
R0581,QwenNext,MiniSWE,X05,I,1,True,valid_observation,True,False,1,1,none,corrected_valid_row
R0582,QwenNext,MiniSWE,X05,I,2,True,valid_observation,False,True,0,0,none,corrected_valid_row
R0583,QwenNext,MiniSWE,X05,N,1,True,valid_observation,True,False,1,1,none,corrected_valid_row
R0584,QwenNext,MiniSWE,X05,N,2,True,valid_observation,False,True,0,0,none,corrected_valid_row
R0585,QwenNext,MiniSWE,X06,B,1,True,valid_observation,True,True,0,0,none,corrected_valid_row
R0586,QwenNext,MiniSWE,X06,B,2,True,valid_observation,False,True,0,0,none,corrected_valid_row
R0587,QwenNext,MiniSWE,X06,C,1,True,valid_observation,True,True,0,0,none,corrected_valid_row
R0588,QwenNext,MiniSWE,X06,C,2,True,valid_observation,True,True,0,0,none,corrected_valid_row
R0589,QwenNext,MiniSWE,X06,I,1,True,valid_observation,True,True,0,0,none,corrected_valid_row
R0590,QwenNext,MiniSWE,X06,I,2,True,valid_observation,True,True,0,0,none,corrected_valid_row
R0591,QwenNext,MiniSWE,X06,N,1,True,valid_observation,True,True,0,0,none,corrected_valid_row
R0592,QwenNext,MiniSWE,X06,N,2,True,valid_observation,False,True,0,0,none,corrected_valid_row
R0593,QwenNext,MiniSWE,X11,B,1,True,valid_observation,False,True,0,0,none,corrected_valid_row
R0594,QwenNext,MiniSWE,X11,B,2,True,valid_observation,False,True,0,0,none,corrected_valid_row
R0595,QwenNext,MiniSWE,X11,C,1,True,valid_observation,False,True,0,0,none,corrected_valid_row
R0596,QwenNext,MiniSWE,X11,C,2,True,valid_observation,False,True,0,0,none,corrected_valid_row
R0597,QwenNext,MiniSWE,X11,I,1,True,valid_observation,False,True,0,0,none,corrected_valid_row
R0598,QwenNext,MiniSWE,X11,I,2,True,valid_observation,False,False,0,0,none,corrected_valid_row
R0599,QwenNext,MiniSWE,X11,N,1,True,valid_observation,True,True,0,0,none,corrected_valid_row
R0600,QwenNext,MiniSWE,X11,N,2,True,valid_observation,True,False,1,1,none,corrected_valid_row
R0601,QwenNext,MiniSWE,X20,B,1,True,valid_observation,False,True,0,0,none,corrected_valid_row
R0602,QwenNext,MiniSWE,X20,B,2,True,valid_observation,False,True,0,0,none,corrected_valid_row
R0603,QwenNext,MiniSWE,X20,C,1,True,valid_observation,True,True,0,0,none,corrected_valid_row
R0604,QwenNext,MiniSWE,X20,C,2,True,valid_observation,False,True,0,0,none,corrected_valid_row
R0605,QwenNext,MiniSWE,X20,I,1,True,valid_observation,False,True,0,0,none,corrected_valid_row
R0606,QwenNext,MiniSWE,X20,I,2,True,valid_observation,False,True,0,0,none,corrected_valid_row
R0607,QwenNext,MiniSWE,X20,N,1,True,valid_observation,False,True,0,0,none,corrected_valid_row
R0608,QwenNext,MiniSWE,X20,N,2,True,valid_observation,True,True,0,0,none,corrected_valid_row
R0609,QwenNext,MiniSWE,X24,B,1,True,valid_observation,False,True,0,0,none,corrected_valid_row
R0610,QwenNext,MiniSWE,X24,B,2,True,valid_observation,True,True,0,0,none,corrected_valid_row
R0611,QwenNext,MiniSWE,X24,C,1,True,valid_observation,True,True,0,0,none,corrected_valid_row
R0612,QwenNext,MiniSWE,X24,C,2,True,valid_observation,False,True,0,0,none,corrected_valid_row
R0613,QwenNext,MiniSWE,X24,I,1,True,valid_observation,True,True,0,0,none,corrected_valid_row
R0614,QwenNext,MiniSWE,X24,I,2,True,valid_observation,False,True,0,0,none,corrected_valid_row
R0615,QwenNext,MiniSWE,X24,N,1,True,valid_observation,False,True,0,0,none,corrected_valid_row
R0616,QwenNext,MiniSWE,X24,N,2,True,valid_observation,False,True,0,0,none,corrected_valid_row
R0617,QwenNext,MiniSWE,X28,B,1,True,valid_observation,False,True,0,0,none,corrected_valid_row
R0618,QwenNext,MiniSWE,X28,B,2,True,valid_observation,False,True,0,0,none,corrected_valid_row
R0619,QwenNext,MiniSWE,X28,C,1,True,valid_observation,False,True,0,0,none,corrected_valid_row
R0620,QwenNext,MiniSWE,X28,C,2,True,valid_observation,False,True,0,0,none,corrected_valid_row
R0621,QwenNext,MiniSWE,X28,I,1,True,valid_observation,False,True,0,0,none,corrected_valid_row
R0622,QwenNext,MiniSWE,X28,I,2,True,valid_observation,True,False,1,1,none,corrected_valid_row
R0623,QwenNext,MiniSWE,X28,N,1,True,valid_observation,False,True,0,0,none,corrected_valid_row
R0624,QwenNext,MiniSWE,X28,N,2,True,valid_observation,False,True,0,0,none,corrected_valid_row
